Tweets,Label
I hope they get corona &amp; die. Tfeh 3al bashar. ,neuroticism
اذا راسك وجعك او عملتي حرارة ما ضروري يكون #كورونا اوقات من كثر الحكي والتجقجق والتلقلق #اقوال_ستي Ya madame,neuroticism
صارو ٦٩ إصابة ، و اليوم لإنو لبسنا هالكمامة و الكفوف حسيت حالي 🤡 العالم تتطلع و تضحك ، صار بدا كلمة منك يا سيدنا عن البصيرة لهالعالم المستخفي بالكورونا #ناطرينك ١٣/٤/٢٠٢٠ #Corona – at Mashghara,Neutral
لا كل يلي مزعوجين من قناة ال mtv روحوا انقبروا انزلوا من البيوت و سافروا على ايران و روحوا مولات و كزورات الله لا يردكن شو ما صار فيكن لانكن شعب جاهل و غشيم ! #شكراً_MTv #شكرا_mtv #Corona #CoronaVirusUpdate #Covid_19 #كورونا #اعلنوا_حالة_طوارئ #كورونا,neuroticism
Fa7s l corona 350 000L.L. Hand gel 12 000L.L. Wipes detol 30 000L.L. Detol 73 000L.L. Spirto 5000L.L. X 3adad kememet 50 000L.L. Total: 500 000L.L. Pls nayzak yeje y2chne w yray7ne ,neuroticism
Hadan ntabah eno CORONA bel eleb ANOROC? 🧥 Yaane bel sayfiye b rouh l virus.,extraversion
"Mn awal ma ballash l corona bi lebnen , ktashafet 3/4 l lebanese people bi kajekjo ktir , ma bi ghaslo idaye , and mostly bey3ina w khalsin la allah :p😷 #يوميات_كورونا",neuroticism
#anti_corona_night 🙃 Laaaa habal Aktar Min hek ma fi !!! Lezem Kel sha3eb yendab bl bet w ykhafef habal #لا_داعي_للهلع #انقبر_انضب_بالبيت,Agreeableness
@sabehnancy corona is not a flu corona is not a flu yir7am jiddik 7abaket ma3ik trou7e 3al ski bzaman l corona,Conscientiousness 
w lahi2 aa isabet corona,neuroticism
MY PARENTS MA 7A Y5ALLOUNE ENZL 3END MY DIETICIAN LA2ANO L CORONA EXCUSE ME 7A ENZAL 8ASB 3ANKON PLEASE IT IS A FUCKING DAROURA,neuroticism
Iza ma metna corona ha nmout cancer jeled 😂 la samahalla akid ,neuroticism
"Hi, ana Corona 🥰💪🏼",Neutral
3anjed gharib hel balad 😂😂 Laman sar fi corona sar bedon y7assno l kahraba w el internet faj2a 😂😂 ka2an bedon y7a2e2oulna ekhir oumniyetna abel ma nmout,neuroticism
Dybala Tele3 Ma3o Corona Ya Hoda,Neutral
After corona tekrameh 😂😍,Agreeableness
Guys l2ato corona now li an bukra bibattel fi matare7 bil soins intensifs,neuroticism
Corona b2albik,neuroticism
@corona wen il next stop bil world tour w imtn btkhls?,Openness
walla aande hasasiye bhe lta2s walla aande hasasiye bhe lta2s walla aande hasasiye bhe lta2s walla aande hasasiye bhe lta2s walla aande hasasiye bhe lta2s MSH CORONA,neuroticism
Corona ya habill bada te5edkon,neuroticism
LESH BAADKON AM TJIBO AALAM MN IRAN AA LEBNEN WLAK KHALASS NSHALLA L CORONA BTELAAT WLEDKON WAHAD WAHAD TA TETAALAMO W TETSARAFO B SHAKEL MAZBUT ER FIKON SAHI,neuroticism
tfeh 3layha hiye yi2ta3 3emra sho nuriyeh nchalla hol li bitalblo bisibon corona lashof sho 7aye7ko se3eta,neuroticism
Shufi ba3d ma sar bhal sene l nahess?😷 #منخفض_التنين #كورونا_لبنان #حرائق #خليك_بالبيت,neuroticism
Eza kelna mnaeml rate 1 star la Webex aal app store w byenzl rating taba3o bisir byenshel mnl app store w bibatel fi online classes . Shedo lheme #Covid_19 #كورونا_لبنان #خليك_بالبيت,Openness
كلكن مدعوين Buffet وينسون مفتوح #كورونا_لبنان,extraversion
"I love people who can make me laugh, when I don't even want to smile. I am people :) Ma bhb shu hadan zeelen w mch aam ybtsim aw ydhak🥺🥺",Agreeableness
Masa L khayr 🌷 Khabrouni kiif l a3di ?🙏🏻 #خليك_بالبيت,Agreeableness
wuhan basically “nekna w khtafa” ,Neutral
Ayre bel corona le khaltne eaarf ahle aa ha2e2tn w adeh saabe l 3ishe maaon,neuroticism
Fi shi hada kamen isolated that wants to come over walla mnsale ba3d 😂😭 #Covid_19,extraversion
Bekazbo w besad2o al kezbeh ya 3ayb choum tfehhhhh aalayoun hene virus b had zetoun,neuroticism
يعني تايم لاين طويل عريض فش حدا فيكون معه كورونا يقدر الواحد يستفيد منه 😏 ما بيستفيد الواحد منكن بشي Oximbellah,neuroticism
مدينتي من سكانها فارغة .. و المصائب على جسمها أصبحت دابغة .. بعون ربك ستعودي و ستبقي إلى حتى الحياة الأبدية. 💔🙏🏼 كلمات: سليم زهير #ما_تستهتر #كورونا #كورونا_فايروس #مدينة_صور #جنوب_لبنان #لبنان Credits: FarahSalhab #TyrePage #TyreCity,neuroticism
Hala2 tlo3to kelkon 3ndkon mawehib tabekh tfajarit bl hajer?,Openness
mabrouk 3adad el corona w wazne saro add ba3ed 110,Openness
"this patient came in just to tell me: ""mafi corona wala morona, haydi khotta mn l dawle kermel nendab bl byut w ma ykun fi sawra"" lahalek fakarti fiya? y3ni 3njd bhanniki 3a habalek teslamili",neuroticism
Hahaha 3anjadd saret mechkle nafsye abl l corona 😂,neuroticism
Yu2burne albikk boukra baed hal corona bt3almine aemol wahde 🙄❤️,extraversion
HADAN GHAYRE HASES ENO 3NDO CORONA W BALA SYMPTÔMES AW BS ANA 😭😭,neuroticism
el kleb byol2ato corona?,Neutral
Aamte aayche ma3na bl beyt 2altla mum 7a nmut mn warake abl ma nmut mn l corona W aam mout de7ek😂😂😂😂,Openness
Halla2 battal 7ada ya3ref ye23od bil bet w killo sar eno ana bhayete ma b2it bil bet #Covid_19 #Lebanon,Conscientiousness 
Shou ana Laptop ekherte mout b virus ????😷😩,Openness
Fine bas elkon eno ... kl ma a3adto bl bet kl ma khlsno mn hl virus b asra3 waet wala kmn ma bt fakro?,Conscientiousness 
Eh maaleh ana ma aande mane3a 💔,neuroticism
بالرغم من كل ما يمر به لبنان يبقى أملنا كبير برحمة الباري عزّ وجلّ، هي محنة لا شك مُستحَقة فحاشا الله من ظُلم عبيده ويبقى الصبر والوعي والوقاية وثبات الإيمان هم المفصل بين القوة والأمل والإستمرار وبين الضعف والوهن والإستسلام.❤🙏🏼 #ما_تستهتر #كورونا_فايروس #لبنان 📷:AliSouheil,extraversion
Thank you 😘😘 making the best of our quarantine 😂😂 next week bi balish l beke bas ybatil 3ende gher tuna w humus cans.,extraversion
Ma hkitne.. ma baarf bassir baaed ma tawwartella hl2 b my self quarantine bt3allam kif bassir,Openness
3am ya3emlouwon bl PCR baddah waet totla3 l natiji,Conscientiousness 
miye bl miye bl 7ajer hek 7ayser fina😹😹😹😹,neuroticism
Please corona ta3a 5edne ,neuroticism
Eno akid ma ha ykun fi corona b syria lama henne 3anna...,Openness
Ma ba2a bedde esmaa bi shi esmo Corona 🤬,neuroticism
Hwe l akel bi2awe l mane3a w b zaman l corona mheme l mane3a ( akid l akl b tari2a mnazame msh mtl honik 7dn safa2 5kg toum b sa7en 😂),Agreeableness
"Dad: 3am y2oulo Trump ma3o Corona. Mom: kif hay? Ma houwe l Corona bikhaf meno, houwe bye3de l Corona.",Openness
Khalas baad l syem wl corona eezmetak,extraversion
"Su2al ktyr mhem: lesh kel wizara el 3alam la2atou hal virus, ella 3enna?? Still waiting for this to happen saraha",Openness
منذ ١٧ تشرين حتى اليوم لا تزال السلطة السياسيّة تتأخّر وتضيّع الوقت والفرص قبل اللحاق بقرارات الشعب. أهدروا الوقت سابقآ حتى وصلنا لإفلاس من دون اتفاق مسبق واليوم أضاعوا فرصة احتواء الفيروس ويركضون اليوم لمعالجة التفشّي المتسارع.#كورونا_لبنان #COVIDー19 #كوفيد_19 #لبنان_ينتفض – at Biyei3 ghazl l banet,neuroticism
hahah hayda kilo w ma ken fi quarantine keef hla2 🤣,Openness
Lets start a quarantine thread Balke bte2e3do bel beit !! #خليك_بالبيت,Conscientiousness 
حملة #خليك_بالبيت Raghebna 🌷 ,Agreeableness
Mn wein bi fakro #خليك_بالبيت ,Neutral
W eerrr 3 assignments bi nafs l nhar leh ya allah.. corona ya rab,neuroticism
I found out eno fi mreye bil beit btefta7 w bi sir fi shi khsene waraha😳 Thx corona i guess,extraversion
Shu bt2oule aane eleh mn awal case corona mazroube bl bet maa amer aaskare 😂 Aam bebke w edhak kelyom wahde 🤣,Agreeableness
Zert ekhte lyom 3al balcon 🥰 #balcony #خليك_بالبيت #كورونا بيروت – at Bank Audi,extraversion
بأي حق ال MTV بتنشر أسماء المصابين في فيروس كورونا . شو هل خفيه بالناس و مشاعرها . نطالب الدولة بوقف هل مهزله و لوسخنه من قبل قناة الفتنه و التحريض فورا . يجب وضع حد لهل لفوضى في الإعلام و خاصه ال MTV,Openness
Did you know? Fik tdal bil bet bala ma tetsawar 3am tenhebil 3al social media. #COVID2019 #lebanon #lockdown,neuroticism
Hl2 so2ale houwe... cats and dogs li bl shwere3 now ma rah yeedouna later? Iza khlsna mn l quarantine?,Agreeableness
Bonjour araret erja3 3a twitter b hal quarantine,extraversion
�� ramokiki #admin #livelovekfardebian #spring #time #stayhome #amazing #nature #paradise #sports #magic #land #kfardebian #lebanon #destinationkfardebian #كفردبيان_عَاصِمَةُ_السِّيَاحَةِ_الجَبَلِيَّةُ #follow #us… https://www.instagram.com/p/B9yz9A1pciR/?igshid=1m63fo93wvasp,extraversion
Mike I have a doctor number ehke ma3o bokra ana ha edfa3 l 7seb dw 🤣 stay safe bro,Agreeableness
Albiiii stay safe ya fara ❤️❤️❤️ Esh ma t3ouze I'm one call away b amrik anytime ❤️❤️,Agreeableness
حدا بيعرفلوا شي بلكون عامل Karaoke الليلة؟ 😀🎤💃💃💃💃💃 #خليك_بالبيت,Openness
Sa2alet eme eza aanda Zomato Gold aal zaha2. #خليك_بالبيت,Openness
11:11 be like “nshalah yokhlas el corona”,Openness
Eza la2atet corona Betmana tkoun Diet Coz adet el quarantine bel matbakh,Openness
Mohem ma daharet w la2at corona ,Conscientiousness 
The upcoming two weeks aham mn aya shi tene 🙏🏻 Please #StayHome #خليك_بالبيت كرمال يلي بتحبن وكرمال يلي خايف تخسرهن، خليك بالبيت وبس تضجر فكّر انه ممكن تفيق وما تلاقي اهلك او احبابك معك، خليك بالبيت اذا مش كرمالك فكر فيهن الكورونا مش مزحة! 🙏🏻 @Hamad_hassan20,Agreeableness
"Stop saying ""ZARBI"" l3ama 3al 7abse wil 7ajer sert 3m be2raha shi tene 🤦‍♂️ 🤦‍♂️ #StayHome #خليك_في_البيت",Openness
La la bi zaman l corona nsiya hatelak hug. Hatet :),Openness
Ayre bl corona,neuroticism
Global #Covid_19 ,Conscientiousness 
Day 8: ma 3am yotla3 ma3e fekra kharej video mahdoum khasso bel quarantine,Neutral
Zimoooooo ♥️♥️♥️♥️♥️ habibet 3ammo #Covid_19 #CoronaVirusUpdate #StayAtHome #خليك_بالبيت #مساء_الخير,Agreeableness
Eh stay safe noupsi 💅🏻,Agreeableness
Fee hada y2elle kam case serna lyom? Is the curve still flat?:(,neuroticism
Wlak 7ata bil corona alabouwa ta2efiye🤣,neuroticism
Awal ma y5las l corona shou awal shi 7a ta3mlou?,Openness
2arjayta lvideo lal mama 2aletle hayda menel corona?😭😂😂😂 ,Neutral
Khalass corona fhemna el nekte helle aana,neuroticism
Ma3ak Corona?🤧😷 ,Agreeableness
Fi wa7de ekht sharmouta bel Brazil 3arfe inno ma3a corona bas 2araret tru7 3a 7afle fiya 200 TWO FUCKIN HUNDRED PEOPLE!!!!!! Hek 3alam badda e3dem,neuroticism
"مش مصدق أسمع جماعة ال ""mtv إذاعة دعارة"" و ال “mtv صهيونية"" شو رح يكون إنتقادن و إتهامهن للmtv هالمرة. بقصد مناصري #التيار_الوطني_الحر و #حزب_الله. #صار_الوقت #mtvlebanon #كورونا #لبنان",Openness
بطالة ازمة مالية كورونا طقس بشع ... اقل من سفرة ع Hawaii هالصيفية ما بقبل ✋,Openness
Bas yakhlas el quarantine Em Nazeh w tawlet zaher W fe pingpong abel 😆😆,extraversion
As if i was gonna get cuddles 7atta law mafi quarantine BAS ENNO MA3LE LET ME BLAME IT 3A THE QUARANTINE A7SAN MA BALLISH BEKE,neuroticism
If you go out a lot akid bas those who barely went out yaane 😤,Neutral
Rasha habibi leh 3am trede dakhlik li badu ide2 al beb badu yesma3 jaweb stay safe sis❤️,Agreeableness
Habibi stay safe ,Agreeableness
Hahha yadele chou mahdoumin corona te5edon,neuroticism
"sorry bas kenet hatit ktir plans la my bday, CORONAVIRUS MA FIKE TAAMLE FYE HEK😭🥴",neuroticism
Ya yasow3 a7mi damour w b3od 3ana hal marad w 3an kel lebnen ra7mtak ya rab ,Agreeableness
Nchala bi sir ma3o marad ye5do,neuroticism
BA3D L QUARANTINE,extraversion
Halla2 eza fetna bel quarantine day 100 rah na3mol metel waeta l sawra w hek? Aw la2?,Openness
Niyel l baytoute.. ma m2assar eele shi b hal quarantine,extraversion
"w ma aam behke Music or anything aam behke aan kelmet kess emmakkkkkk hayde shakla aanda different meaning men hadan la hadan, you're not adding up bterja3 btehkine who makes better music",neuroticism
ma bedkon tefhamo edalo bl bet rabna ba3atelkon hol la yraboukon😭😂😂😂 #خليك_بالبيت #خليك_في_البيت – at Mejdlaya,neuroticism
Yaret fine sharmetlun aa grp el promo kello 3emele halo fehmen b edwyit el malarya w l corona,neuroticism
"L chi l wa7id l mni7 mn wara Corona enno ahle maach ha y2ouloule ""23ede bel beit""",extraversion
"I've been saying this since day 1, nehna mana europe wala dawle mohtarame m2amne la shaaba moqawemet lhayet, nehna b dawle feshle sha3ba byorkod lel nhar la ytaame halo wwledo, shaab iza ma sabo corona ha ymoot mn ljoo3 wmsh 3aref aya case absha3 ",neuroticism
Dallayna nwafir bi 3G l Student plan la ekher shi nesrofon aa Zoom w Webex w ymadedo shaher w yeb3asouna? #كورونا_لبنان,neuroticism
Anw laano al bukra fi lockdown w mamnu3 hada aanjd yetla3 mnl bet,Agreeableness
"Ans soret b week 2 bel quarantine, leh baad fi 3elam day 3 w 4 🙄",neuroticism
Plz kef fenh o7sal 3al video . W God bless you stay safe,Agreeableness
"Fi fare2 , l grippe men dall nol2ato la2an virus l influenza byaamol ktir mutations b tari2a sari3a , mechen hek kel 7ayetna men dall ngarrip w ma bi fid l vaccine. Corona, according to researchers,is not a rapidly-mutating virus fa we can become immune to it or get vaccinated🤷🏻‍♂️",Conscientiousness 
"Broooo!!! 3enjad 100%, b7es l virus kamen tele3 la nafs l reason... 7a nazela kenet kteer epic lle3be! XD",Openness
Awal shi 7a a3mlo bas te5las this quarantine is rou7 3end l esthetician because im scared shu 7a ysir b 7wejbe,Openness
"Ktir bedhak bas shuf aalam ketbe day 7, 9, aw 10 quarantine.. hbb ana mn awal ma a3lano awal hale mqartne",Conscientiousness 
Ken aande rfi2 esmo @chickenxnoodle salr zamen mich semi3 aano shi? Awlkn met bl corona??? Cz khtafa mn 7ayete bl marra😒,neuroticism
Fi 4 7elet corona bi tabarja 1 bi fatka 3 bi ghazir 2 bi 3aramoun Bro akalet khara ana bye y’all ana min el tetkhite mish heza,Conscientiousness 
"I’m in Tripoli and there is an open coffeshop infront of my house, i wanted to call the police but my parents were: la2 lara ma na2esna mashekil!!! Eno tf ma na2esna corona?! Then berja3 bfakir eno bayda 3ndo family kif bado y3ish iza mafi khotta te7mi w te7me his family!!",Openness
AYREEEEE BAYYAN 3A MY TL WA7DO LAK AYRE BL BAJAM W AYRE BL 3ALAM W AYRE BL ENSENIYE WE DESERVE THE FUCKING CORONA VIRUS WHY THE FUCK AM I SOBBING,neuroticism
Ya3ne el 3alam li 3am tkeb kleba w bsayneta 3al tari2 la2an khayfin ye3douwon men corona!!! Awal chi bheb khaberkon eno eza chi ento bte3douwon tene chi HENE MA BYOL2ATO YA BAJAM! Walaw??!,Openness
Basd aw2at ma bikoun fi harara w fi virus,neuroticism
Mo3zam el ajeneeb byinher2o heik mch sabab Coronavirus,Openness
"Ayre bl quarantine b ayre, l se3a 11 sarit w baadne aam bchtghl elle mn l se3a 10 l soboh. L3amaaaaaaa",neuroticism
Ma fina nekhod break shway men l quarantine? Bas nes se3a 🥵,neuroticism
Battery my telephone sar bada quarantine b3ed 3ane 😂😂 #COVIDー19 #QuaratineLife,Openness
Quarantine day 24: lbeset tyebe ta 7ess 7ale 3eyshe shwe,Openness
CORONA MESH 3EIB CORONA MESH 3EIB CORONA MESH 3EIB CORONA MESH 3EIB CORONA MESH 3EIB CORONA MESH 3EIB CORONA MESH 3EIB CORONA MESH 3EIB CORONA MESH 3EIB CORONA MESH 3EIB CORONA MESH 3EIB CORONA MESH 3EIB CORONA MESH 3EIB CORONA MESH 3EIB CORONA MESH 3EIB CORONA MESH 3EIB,Openness
Ma t2ul corona halaa b sad2u laamaaa,neuroticism
طيب.. نضحك شوي؟ اجتماع طارئ لمجلس الإفتاء😁 #كورونا_الجديد #خليك_بالبيت #Corona #StayHome @Gebran_Bassil – at Baaloul,extraversion
7atta l corona beddon ysaysou w er ,neuroticism
Bass halla2 ana iza bdallne mesh 7arm 7ale men chi yimkin mout abel l corona 😂,Openness
Mmmm...3am yaatuna online sessions w mfakrin hanerja3 uni w nkafe hayetna?😂 #Covid_19 #StayHome,Openness
After #coronavirus 😂 Aazemeh la atyab cake 🤣,extraversion
Ma fhemet inu il barghashe le maae bil ghurfe aamle quarantine kaman? Stehe aa damme w dhare khalseene,Openness
"W sabahak Ayman, stay safe 🙏🏻",Agreeableness
من يلگفوك وانت تخرق حظر التجوال😂 #خليك_بالبيت #التزموا_بيوتكم_لسلامتكم – at Baaloul,Conscientiousness 
جنود الاحتلال يعتقلون مجموعة من الشباب المقدسيين بعد تطوعهم لتعقيم المرافق العامة في المدينة المقدسة. #خليك_بالبيت – at Baaloul,Neutral
#خليك_بالبيت – at Baaloul,Conscientiousness 
Corona zabre ayre fike sharmouta btenteke 3a jesr l dawra kessik sar add fe5et l ozone,neuroticism
"Once the corona thing is over, neyim 3al tari2 . 3al beit ma ha fout",extraversion
Lamma kent z8ir jebtellon l da8et wel sekkare Corona ma bi2asser ma3on 😅,Openness
Tab badna 7al Walla 5ayfen 2etla3 2etmasha 3al sate7 t2oum tesfe2ne saf2et corona b5ele2te 😩,Openness
meen bi3eerne COVID-19 la enzal sallim 3a 7aras l majlis,Openness
يهودي من الخوف من كورونا مشغل قرآن 🙏🙏🙏🙏🙏 #خليك_بالبيت #COVID2019 #Israel #صباح_الخير #لبنان #صحتك_بالدني #كورونا_لبنان #كورونا_في_الكويت #فيروس_كورونا_مصر #فيروس_هانتا #فعاليات_الحجر_المنزلي – at Baaloul,extraversion
wallahi i feel you🤧😭 #Quarantine ,neuroticism
beddo yekhlas hal quarantine ta nenzal nel3an sama rabbo la riad l solo7?,neuroticism
"Btaarfe shou za3alne aktar shi? you know nothing about her, aw aan l iq taba3a. and you’re bullying her la ana mana men zet ra2yik siyese. And who are you to give her nasayih? hek badkoun tghayro balad? Mwafa2in!!",Agreeableness
Yaame raj3o lli maaon corona b tiyyara lahala w lli ma maaon b gher tiyyara Walla manon jeyin men iran? Khalliyon mahalon? #صار_الوقت,Conscientiousness 
B amrikkk bs tekhlas hal corona i take you hay b bcharre zalme zere3 34 sunflowers aando b satlo 😭,extraversion
Enno YOLO #علمتني_كورونا,Neutral
"الرئيس عون شدد في مستهل جلسة مجلس الوزراء على ضرورة الاستمرار باجراءات الوقاية المتخذة لمجابهة وباء ""كورونا"" والتشدد بتنفيذ القرارات لا سيما التقيد بالحجر المنزلي والحد من التنقل الى حين تراجع حدة انتشار الوباء. #الحل_في_الرياض – at Baaloul",Conscientiousness 
ال كورونا برعاية Jawaker.,Openness
Habebe baad Corona ana yemken rouh super night taba3 maameltien houl taba3 w na2e hada w rouh 3a hotel 20 dollar 😂😂,extraversion
yo2borne l byefham 3tine bawse b3ez l corona ma b hemne ,extraversion
Walla ya chabeb awwal ma to5las l corona a7la a3de badna na3mela la ne3zom kell l day3a,extraversion
"corona msh ""mo2amara"" dod deen w dod salet l jm3a ya bajam @shabeb trablos",neuroticism
Enu le bl nhar fe kel l aalam todhar w hek bas bliel la2 Ma fhemet sbuh ma bkun fe virus 🤣 W ma tenso enu badel ma tkun helet taware2 w n23ud bl bet kelna deghre men awal wala lzm kel ma tkhlas l mohlr nmadeda!,Conscientiousness 
Bso ta3mel test cz ana jeet men Spain 12 days ago baadele 2 days no symptoms bs yenken am coronavirus positive w ana kon mnel 80 percent le ma betbayen 3alayn 3awared so lzm a3mel test after 14 days la etaman w 2e2dar ekhtloet be ahle,Conscientiousness 
كيف أدفع إيجار منزلي؟ سؤال يطرحه الكثيرون الآن من داخل الحجر المنزلي! #كورونا #صامدون #صار_الوقت – at Baaloul,neuroticism
Enti lawyer? Enti 0 jehli 3onsoriye bdabi 3eib el din mch le3bi ela 2 weeks bil hajer hala2 ararit tcherik kteba? Lik haydi marida nafsiye beda attention,neuroticism
Ma 3MELT 3ide last year due to thawra. I hope this corona thingy ends abl ma yeje 3ide.w ma tejine msibe jdeede. Sarle 3 years bala birthday parties. that's enough. I'm getting oldddddddd i need the enjoy my last few happy birthdays abl ma sir ebke w a3ml ebar aa kl 3id. ,Openness
"Mn albe walla w be3niye kelme kelme : Nchalla li sammam la odin , Ymouto wledo zet l mawte w edem 3youno ! Hayda a2al chi lezem ysir fi a2al chi . Walla haram l corona ma tnik ekhet l cha3eb kello te7er2o 7are2 ",neuroticism
Enno shu osset emme w khalte wel sha3eb byeb3atule on a provate chat video 14mins aw voice msg 25mins about corona w bi2ululo sma3o. Khalas mana2esne 3anjad mana2esne. Trekune ba2a,neuroticism
B sir maana corona ana w enta w mn mout,Openness
Kelloun 3andoun TikTok bs keno natrin hejjit l corona ta y2oulo eno aandoun TikTok.,Neutral
يعني لو ما Bandar و Nouf و Tareq لفقع قلبي! #Covid_19,extraversion
MTV = Ma Te7dar Virus @MTVLebanonNews,Openness
What we should know eno there's a lot of coronavirus cases 3ena aktar men hayda ra2emx10 bass f7osaaaaaat heye l 3am yet2akharo feya w tal3owa shwy shwy kermel heik 3am nes 21 21 22 kel youm bs actually fe aktar as i said x10 law 3ena ser3et dowal tenye be ser3et natejet l te7lel,Neutral
No one: @sugaredboy: bi koun ma3e corona eza 3am ba3ml pipi kel 10 mins?,Openness
Ma bhayete d3it 3a hada bas lyom lah elak nshala btensab bel corona w ma bet2um mena ela mayit.,neuroticism
"riham's vn is sending me ""TA3E 3MELINA CORONA W KHALSINA BA2A KIS EKHTA HAL HAYET""",neuroticism
Walla hal quarantine msh ana😣,neuroticism
KTIIIIR rah yezbat heik shi ba3ed l quarantine 😂😂😂 ,Openness
aal quarantine zeh2o,Neutral
Bro technically ma bla72o pcr baddo wa2t,Conscientiousness 
7ajer eh? 🙄,neuroticism
Law ma baarfek bas Yaateke l aafyeh Stay safe 🙏🏻❤️,Agreeableness
#زقفة_للأبطال من بيروت #خليك_بالبيت – at El-ramleh El-baydah,Conscientiousness 
Wled jeranna be balsho le3eb 2:30AM #Quarantine 🤦🏻‍♂️,neuroticism
Ana el wahid li ma 3am echrab alcohol bi hal quarantine??,Neutral
Nshallah y5las el 7ajer ,neuroticism
Metet ahar 😭😭😭,neuroticism
Rimas grade 2A #StayHome #StaySafe #خليك_بالبيت #فن_شغل_البيت #art @DawhaHighSchool @Lamasaoudmakda4 @nada_abdulkader @AyaSamhoune,Agreeableness
B hal a3de bel bet aam bekoul toum la daraje l corona ma bt2arrib 3laye.,Openness
Rah tel2ate corona,neuroticism
Staslammett men hal corona l z^^,neuroticism
Azdik HAYDAK l marad? Damn.,Neutral
Day 17 bel quarantine: eme btokhbut bi shi mnekul nehna aayta,neuroticism
Yalla rehna ba3ed el hajer 😂🤔,extraversion
B3d l 7ajer henne 7ay3almouk shaklon 🤣🤣,extraversion
Al they want to fight the pandemic W fata7o el balad 3ade wel 3alam ma khassa bel dene ðŸ¤¦â€â™‚ï¸,neuroticism
eh daroure te7jerun w law hajaretun ma ken cha3eb kemel n7abas krmel 6000 cha5es. W kil lduwal hek 3emlit 7ajer elzemi.,Conscientiousness
KESS EMM CORONA 3A EMM L ZAMALE LLI AKAL BATS,neuroticism
bro l o*wet baadon mfakrin l thawra elon😩😩😩ndabbo kelkon yaane kelkon,neuroticism
@Lamyaa_Ab ktir helwe 👌😁,Agreeableness
@Karlsfeir ma baddak yo7daro terke ma beddak yo7daro jouzour chou baddak? Y2adouwa porno ya3ne?,neuroticism 
@nourassaad8 @StaracArabia bas bet3a2eeed keneeet betmaweeeeet &amp; kteeeeeeeeer Dalou3a ino ni7ns bi 3aser soura mesh bi 3asr sout ..,extraversion
Aywaaa habbet 😂💪💪🌸 ,extraversion
tole3 ma bi hebne...,neuroticism 
Ya reit ya isteiz sabah mazeil bihimak baladak we zi3lein 3a wleid baladak trakiz chouway ktir 3ala moumasilin baladak...ma tiz3al minni hadortak m2asar ktir ma3 el chabeib bi libnein...libnein mich bas baneit hilwi ta tou2af 7ad moumasil souri...,neuroticism
wel3aneee ya babyyyyyy b beirut,extraversion
@dana18D @lovelymemo2000 @Rayano_Hssn @najwakaram. Lk ana b7ebou 7azzi ktir allah ykhalili yeh ya rab tab3an lama tred 3layi nanouj hhhhhhhh,extraversion
@MelodieTamer yaret ha ele :(,neuroticism
Ana ktir habaytik la anik lazize aal aleb,Agreeableness
E5te chou 5as lawena?,Neutral
Lakk ya 1000 halaaa 🤣😍 ehh hayda 7akee 🤣,extraversion
Knt ktir yenzal dam rehet al hospital w kouwyou.. sarle shi 3 years wala shi.,Openness
@fadelkaadan anna bi beirut bas raj3anee 3a Milan :/,neuroticism
Sma3et sot bel beit mich mestarjeye odhar men louda,neuroticism
@Gebran_Bassil plz plz gebran 5alik mtebe3 lmawdo3 ma ba2 badna phalesteneye wsoreyen 3ena el mawjoden bykafo,neuroticism
@VivoD3 @whos_al @alimouinjaber @rayaelhassan Ra7et el solta el tanfiziyi hala2 fi el tashri3iyi wel jomhouriyi...ya byetnezalo w by3mlonyali el thawra beda yeh ya 2ama mafi rest la yeghra2 lebnenðŸ˜˜,Openness
3anjad hayda esmo match football? 2 penalties misses? Eno walaww,neuroticism
Sabah el thawra 😍 la kill el ma2ruseen / mab3useen mn el thawra lissa ma shefto shi 🥰,Openness
Ka eno ma hada ghayra bemasel helo 🤣 ,neuroticism
@PinellaHanania sho helo l zh2?? :p :p,neuroticism
Yes yes pls kelkon tla3o 3a faraya barke bi kheff daghet el 3alam bi Beirut yes do it bravo thank you,Openness
eemlin hal2et influencers l thawra w ma aazamoune b sifate akbar nekatjiye bel thawra? aayb w shame,neuroticism
W ela 3en tehke 😂,neuroticism 
@sami1jawad ma law btetfadal 3alyna w btehjouz w bteje b hal shaher bkoun shi ktir helo!!,extraversion
@HadchityMarc sadi2eh past mesh ya3ne men seneh ðŸ˜‚ bzakrak torres sarlo aktar men sene rayih men liverpool (l soura l enta hatayta abel),Neutral
@khalilahmd @MohamadKaaki ya ret bten3amal retweet l conv. Kella. Eno hadis ktir helo w kello sa2afe haram ma l kel yo2riya :p,Conscientiousness 
Eh laeno l darak 3ana ktir awedim,neuroticism 
"Kiff kell wahad sar ynazel soura la day3to ma3 ""my village last night"" w henne bel 10 snin byotla3o marra.",extraversion
@eddy_hatem ya3meli chi effet ba3ed,Neutral
@ousbou3fisa3a 2alla yse3ed chou biyefham,neuroticism 
7aram patchi w alfa m3atren anja2 betal3o 2-3 millions profit a year,neuroticism
 ehhhhhhhhh ma heikkkkk chou ha tetsalehhh bi cha3ratik mahroutin 3al sa2ef bel jeux de lumiere,Openness
@Gebran_Bassil Dakheel ijrek maba2a t2adim shi inta. Shfna kl shi shtaghalto lawen wasalna. Rte7 habibi nhna mn adim 3anak,neuroticism
